Postcode,Total Registrations (2017-2021),Registrations 2017,Registrations 2018,Registrations 2019,Registrations 2020,Registrations 2021
2220,36,3,3,4,8,18
2221,89,5,9,16,26,33
2222,25,3,3,6,7,6
2223,61,3,4,8,18,28
2224,55,3,3,12,17,20
2225,18,0,0,3,6,9
2226,48,3,3,9,14,19
2227,45,3,3,9,13,17
2228,42,4,5,5,11,17
2229,72,5,7,11,18,31
2230,72,3,4,11,21,33
2231,3,0,0,0,0,3
2232,55,3,3,13,14,22
2233,32,3,3,6,9,11
2234,88,3,3,14,30,38
2250,185,9,12,33,57,74
2251,78,3,3,16,25,31
2252,0,0,0,0,0,0
2256,18,0,3,3,4,8
2257,46,4,6,9,11,16
2258,10,0,0,3,3,4
2259,99,6,8,15,26,44
2260,57,5,5,8,17,22
2261,37,3,3,6,11,14
2262,6,0,0,0,3,3
2263,26,3,3,5,8,7
2264,18,3,3,3,4,5
2265,29,3,3,3,8,12
2267,9,0,0,3,3,3
2278,3,0,0,0,0,3
2280,50,3,4,13,17,13
2281,19,0,3,3,6,7
2282,13,0,0,3,4,6
2283,37,3,3,9,10,12
2284,43,4,4,6,14,15
2285,28,4,4,4,7,9
2286,6,0,0,0,3,3
2287,47,3,4,7,14,19
2289,35,3,3,6,8,15
2290,55,3,4,9,19,20
2291,53,4,4,9,15,21
2292,15,3,3,3,3,3
2293,6,0,0,0,3,3
2294,6,0,0,0,3,3
2295,18,3,3,4,4,4
2296,12,0,3,3,3,3
2297,0,0,0,0,0,0
2298,3,0,0,0,0,3
2299,6,0,0,0,3,3
2300,93,6,7,16,27,37
2302,15,3,3,3,3,3
2303,31,3,3,6,9,10
2304,484,3,35,179,256,11
2305,43,3,3,8,12,17
2306,0,0,0,0,0,0
2307,0,0,0,0,0,0
2308,13,0,0,3,5,5
2309,0,0,0,0,0,0
2310,0,0,0,0,0,0
2311,0,0,0,0,0,0
2312,0,0,0,0,0,0
2314,0,0,0,0,0,0
2315,19,3,3,3,4,6
2316,20,3,3,3,6,5
2317,9,0,0,3,3,3
2318,24,3,3,3,6,9
2319,10,0,0,3,3,4
2320,41,4,5,6,10,16
2321,20,3,3,3,4,7
2322,27,3,3,4,5,12
2323,22,0,0,3,8,11
2324,29,3,3,3,8,12
2325,13,0,0,3,4,6
2326,12,0,3,3,3,3
2327,9,0,0,3,3,3
2328,15,3,3,3,3,3
2329,0,0,0,0,0,0
2330,18,0,3,3,5,7
2331,0,0,0,0,0,0
2333,13,0,3,3,3,4
2334,0,0,0,0,0,0
2335,6,0,0,0,3,3
2336,0,0,0,0,0,0
2337,0,0,0,0,0,0
2338,0,0,0,0,0,0
2339,3,0,0,3,0,0
2340,24,3,3,4,6,8
2341,15,3,3,3,3,3
2342,0,0,0,0,0,0
2343,0,0,0,0,0,0
2344,0,0,0,0,0,0
2345,0,0,0,0,0,0
2346,0,0,0,0,0,0
2347,0,0,0,0,0,0
2348,0,0,0,0,0,0
2350,29,4,4,5,6,10
2351,0,0,0,0,0,0
2352,6,0,0,0,3,3
2353,6,0,0,0,3,3
2354,9,0,3,3,3,0
2355,0,0,0,0,0,0
2356,0,0,0,0,0,0
2357,6,0,0,0,3,3
2358,15,3,3,3,3,3
2359,0,0,0,0,0,0
2360,9,0,0,3,3,3
2361,0,0,0,0,0,0
2365,15,3,3,3,3,3
2369,0,0,0,0,0,0
2370,10,0,0,3,3,4
2371,0,0,0,0,0,0
2372,0,0,0,0,0,0
2379,0,0,0,0,0,0
2380,15,3,3,3,3,3
2381,0,0,0,0,0,0
2382,0,0,0,0,0,0
2386,0,0,0,0,0,0
2387,0,0,0,0,0,0
2388,0,0,0,0,0,0
2390,15,3,3,3,3,3
2395,0,0,0,0,0,0
2396,0,0,0,0,0,0
2397,0,0,0,0,0,0
2398,0,0,0,0,0,0
2399,0,0,0,0,0,0
2400,15,3,3,3,3,3
2401,0,0,0,0,0,0
2402,0,0,0,0,0,0
2403,0,0,0,0,0,0
2404,0,0,0,0,0,0
2405,0,0,0,0,0,0
2406,0,0,0,0,0,0
2408,0,0,0,0,0,0
2409,0,0,0,0,0,0
2410,0,0,0,0,0,0
2411,0,0,0,0,0,0
2415,6,0,0,0,3,3
2420,12,0,3,3,3,3
2421,0,0,0,0,0,0
2422,18,3,3,3,5,4
2423,6,0,0,0,3,3
2424,0,0,0,0,0,0
2425,0,0,0,0,0,0
2426,0,0,0,0,0,0
2427,0,0,0,0,0,0
2428,36,3,4,5,9,15
2429,3,0,0,0,0,3
2430,39,3,3,8,13,12
2431,9,0,0,3,3,3
2439,0,0,0,0,0,0
2440,19,3,3,4,5,4
2441,16,3,3,3,3,4
2442,0,0,0,0,0,0
2443,3,0,0,0,0,3
2444,93,5,6,16,27,39
2445,6,0,0,0,3,3
2446,24,3,3,4,7,7
2447,0,0,0,0,0,0
2448,15,3,3,3,3,3
2449,0,0,0,0,0,0
2450,44,3,3,7,13,18
2452,16,3,3,3,3,4
2453,15,3,3,3,3,3
2454,13,0,0,3,5,5
2455,6,0,0,0,3,3
2456,13,0,3,3,3,4
2460,10,0,0,3,3,4
2462,0,0,0,0,0,0
2463,3,0,0,0,0,3
2464,3,0,0,0,0,3
2465,0,0,0,0,0,0
2466,0,0,0,0,0,0
2469,3,0,0,0,0,3
2470,15,3,3,3,3,3
2471,0,0,0,0,0,0
2472,0,0,0,0,0,0
2473,15,3,3,3,3,3
2474,6,0,0,0,3,3
2475,0,0,0,0,0,0
2476,0,0,0,0,0,0
2477,14,0,0,3,5,6
2478,93,3,7,16,28,39
2479,98,6,9,18,29,36
2480,81,5,6,14,25,31
2481,130,3,3,22,46,56
2482,85,3,6,14,26,36
2483,37,3,3,7,11,13
2484,40,3,4,8,10,15
2485,8,0,0,0,3,5
2486,20,0,0,3,7,10
2487,30,0,3,6,10,11
2488,3,0,0,0,0,3
2489,12,0,0,0,4,8
2490,15,3,3,3,3,3
2500,90,5,6,14,29,36
2502,17,3,3,3,3,5
2505,15,3,3,3,3,3
2506,9,0,0,3,3,3
2508,21,3,3,3,5,7
2515,53,3,3,9,18,20
2516,25,0,0,5,8,12
2517,20,0,0,3,6,11
2518,33,3,3,5,9,13
2519,25,3,3,5,6,8
2520,0,0,0,0,0,0
2522,0,0,0,0,0,0
2525,31,3,3,5,10,10
2526,30,3,3,3,6,15
2527,26,3,3,5,4,11
2528,17,3,3,3,3,5
2529,34,3,3,6,11,11
2530,34,3,3,4,10,14
2533,69,5,6,13,22,23
2534,17,3,3,3,4,4
2535,52,3,5,10,15,19
2536,16,0,0,3,3,10
2537,21,0,3,4,6,8
2538,19,3,3,3,4,6
2539,14,0,0,3,4,7
2540,62,7,7,9,15,24
2541,26,3,3,5,6,9
2545,0,0,0,0,0,0
2546,20,3,3,4,5,5
2548,3,0,0,0,0,3
2549,14,0,3,3,3,5
2550,58,3,3,10,21,21
2551,12,3,3,3,3,0
2555,0,0,0,0,0,0
2556,8,0,0,0,3,5
2557,24,3,3,3,4,11
2558,3,0,0,0,0,3
2559,6,0,0,0,3,3
2560,90,7,9,18,22,34
2563,0,0,0,0,0,0
2564,17,0,0,3,3,11
2565,33,3,3,5,7,15
2566,11,0,0,3,3,5
2567,42,3,3,6,11,19
2568,3,0,0,0,3,0
2569,3,0,0,0,3,0
2570,78,7,7,12,19,33
2571,19,3,3,4,5,4
2572,3,0,0,0,0,3
2573,3,0,0,3,0,0
2574,9,0,0,3,3,3
2575,65,3,6,13,19,24
2576,79,7,8,13,24,27
2577,49,3,4,10,16,16
2578,9,0,0,3,3,3
2579,15,0,3,3,4,5
2580,47,4,4,9,13,17
2581,9,0,0,3,3,3
2582,68,4,6,11,21,26
2583,9,0,0,3,3,3
2584,0,0,0,0,0,0
2585,0,0,0,0,0,0
2586,6,0,0,0,3,3
2587,6,0,0,3,3,0
2588,0,0,0,0,0,0
2590,9,0,0,3,3,3
2594,15,3,3,3,3,3
2600,0,0,0,0,0,0
2601,0,0,0,0,0,0
2602,0,0,0,0,0,0
2603,3,0,0,0,0,3
2604,3,0,0,0,0,3
2605,0,0,0,0,0,0
2606,6,0,0,0,3,3
2607,0,0,0,0,0,0
2608,0,0,0,0,0,0
2609,3,0,0,0,0,3
2610,0,0,0,0,0,0
2611,0,0,0,0,0,0
2612,0,0,0,0,0,0
2614,0,0,0,0,0,0
2615,0,0,0,0,0,0
2616,0,0,0,0,0,0
2617,0,0,0,0,0,0
2618,10,0,0,3,3,4
2619,9,0,0,0,3,6
2620,142,11,13,24,43,51
2621,22,3,3,3,6,7
2622,9,0,0,3,3,3
2623,0,0,0,0,0,0
2624,0,0,0,0,0,0
2625,9,0,0,3,3,3
2626,0,0,0,0,0,0
2627,16,0,3,3,5,5
2628,12,3,3,3,0,3
2629,0,0,0,0,0,0
2630,30,5,5,5,7,8
2631,0,0,0,0,0,0
2632,6,0,0,0,3,3
2633,0,0,0,0,0,0
2640,41,3,3,8,12,15
2641,6,0,0,0,3,3
2642,9,0,0,3,3,3
2643,0,0,0,0,0,0
2644,0,0,0,0,0,0
2645,0,0,0,0,0,0
2646,15,3,3,3,3,3
2647,0,0,0,0,0,0
2648,0,0,0,0,0,0
2649,0,0,0,0,0,0
2650,47,3,3,7,11,23
2651,0,0,0,0,0,0
2652,15,3,3,3,3,3
2653,6,0,0,0,3,3
2655,0,0,0,0,0,0
2656,0,0,0,0,0,0
2658,0,0,0,0,0,0
2659,3,0,0,3,0,0
2660,0,0,0,0,0,0
2661,0,0,0,0,0,0
2663,0,0,0,0,0,0
2665,0,0,0,0,0,0
2666,6,0,0,0,3,3
2668,0,0,0,0,0,0
2669,0,0,0,0,0,0
2671,0,0,0,0,0,0
2672,9,0,0,3,3,3
2675,0,0,0,0,0,0
2678,0,0,0,0,0,0
2680,24,3,3,4,7,7
2681,0,0,0,0,0,0
2700,0,0,0,0,0,0
2701,0,0,0,0,0,0
2702,0,0,0,0,0,0
2703,0,0,0,0,0,0
2705,6,0,0,0,3,3
2706,9,0,0,3,3,3
2707,0,0,0,0,0,0
2708,0,0,0,0,0,0
2710,3,0,0,0,0,3
2711,15,3,3,3,3,3
2712,0,0,0,0,0,0
2713,0,0,0,0,0,0
2714,6,0,0,0,3,3
2715,0,0,0,0,0,0
2716,0,0,0,0,0,0
2717,0,0,0,0,0,0
2720,3,0,0,0,0,3
2721,0,0,0,0,0,0
2722,12,3,3,3,3,0
2725,0,0,0,0,0,0
2726,9,0,0,3,3,3
2727,0,0,0,0,0,0
2729,9,0,0,3,3,3
2730,0,0,0,0,0,0
2731,0,0,0,0,0,0
2732,0,0,0,0,0,0
2733,0,0,0,0,0,0
2734,0,0,0,0,0,0
2735,0,0,0,0,0,0
2736,0,0,0,0,0,0
2737,0,0,0,0,0,0
2738,0,0,0,0,0,0
2739,0,0,0,0,0,0
2745,39,3,3,6,10,17
2747,42,3,3,6,10,20
2748,12,3,3,3,0,3
2749,30,3,3,7,5,12
2750,56,3,3,10,15,25
2751,0,0,0,0,0,0
2752,9,0,0,3,3,3
2753,36,6,6,9,9,6
2754,15,3,3,3,3,3
2755,0,0,0,0,0,0
2756,45,4,6,9,12,14
2757,0,0,0,0,0,0
2758,18,0,0,3,6,9
2759,7,0,0,0,3,4
2760,23,3,3,4,5,8
2761,41,3,4,6,10,18
2762,23,3,3,3,4,10
2763,32,4,4,6,8,10
2765,63,3,3,7,17,33
2766,41,3,4,7,13,14
2767,17,3,3,3,3,5
2768,59,3,5,12,15,24
2769,40,3,3,4,10,20
2770,30,4,4,7,7,8
2773,25,0,3,5,6,11
2774,30,3,3,4,8,12
2775,9,3,3,3,0,0
2776,6,0,0,0,3,3
2777,36,3,3,6,9,15
2778,6,0,0,0,3,3
2779,15,3,3,3,3,3
2780,45,3,4,8,13,17
2782,27,3,3,5,6,10
2783,6,0,0,0,3,3
2784,10,0,0,3,3,4
2785,28,3,3,5,7,10
2786,3,0,0,0,3,0
2787,9,0,0,3,3,3
2790,21,3,3,3,6,6
2791,0,0,0,0,0,0
2792,0,0,0,0,0,0
2793,0,0,0,0,0,0
2794,0,0,0,0,0,0
2795,33,4,4,6,6,13
2797,0,0,0,0,0,0
2798,9,0,0,3,3,3
2799,15,3,3,3,3,3
2800,95,4,5,15,22,49
2803,3,0,0,0,0,3
2804,6,0,0,0,3,3
2805,0,0,0,0,0,0
2806,0,0,0,0,0,0
2807,0,0,0,0,0,0
2808,0,0,0,0,0,0
2809,0,0,0,0,0,0
2810,0,0,0,0,0,0
2817,0,0,0,0,0,0
2818,9,0,0,3,3,3
2820,6,0,0,0,3,3
2821,0,0,0,0,0,0
2822,0,0,0,0,0,0
2823,0,0,0,0,0,0
2824,0,0,0,0,0,0
2825,0,0,0,0,0,0
2826,0,0,0,0,0,0
2827,0,0,0,0,0,0
2828,9,0,0,3,3,3
2829,0,0,0,0,0,0
2830,45,3,4,7,15,16
2831,0,0,0,0,0,0
2832,0,0,0,0,0,0
2833,0,0,0,0,0,0
2834,15,3,3,3,3,3
2835,0,0,0,0,0,0
2836,0,0,0,0,0,0
2838,0,0,0,0,0,0
2839,0,0,0,0,0,0
2840,0,0,0,0,0,0
2842,9,0,3,3,3,0
2843,0,0,0,0,0,0
2844,0,0,0,0,0,0
2845,3,0,0,0,0,3
2846,0,0,0,0,0,0
2847,15,3,3,3,3,3
2848,6,0,0,0,3,3
2849,6,0,0,0,3,3
2850,14,0,0,3,5,6
2852,0,0,0,0,0,0
2864,0,0,0,0,0,0
2865,0,0,0,0,0,0
2866,0,0,0,0,0,0
2867,0,0,0,0,0,0
2868,0,0,0,0,0,0
2869,0,0,0,0,0,0
2870,6,0,0,0,3,3
2871,6,0,0,3,3,0
2873,0,0,0,0,0,0
2874,0,0,0,0,0,0
2875,0,0,0,0,0,0
2876,0,0,0,0,0,0
2877,0,0,0,0,0,0
2878,0,0,0,0,0,0
2879,0,0,0,0,0,0
2880,16,3,3,3,3,4
2890,0,0,0,0,0,0
2891,0,0,0,0,0,0
2898,16,3,3,3,4,3
2899,0,0,0,0,0,0
2900,0,0,0,0,0,0
2901,0,0,0,0,0,0
2902,0,0,0,0,0,0
2903,0,0,0,0,0,0
2904,0,0,0,0,0,0
2905,0,0,0,0,0,0
2906,0,0,0,0,0,0
2911,0,0,0,0,0,0
2912,0,0,0,0,0,0
2913,3,0,0,0,3,0
2914,6,0,0,0,3,3
3500,0,0,0,0,0,0
3585,0,0,0,0,0,0
3586,0,0,0,0,0,0
3644,0,0,0,0,0,0
3691,0,0,0,0,0,0
3707,0,0,0,0,0,0
4377,0,0,0,0,0,0
4380,0,0,0,0,0,0
4383,0,0,0,0,0,0
4385,0,0,0,0,0,0
